ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,rid,intro,age,gender,hukou,IMC_1_1,IMC_1_2,IMC_1_4,IMC_1_5,IMC_1_6,income,education,work,party,info,imc_2_1,imc_2_2,imc_2_3,imc_2_4,imc_2_5,imc_2_6,imc_2_7,audit,list_intro,a_1,a_2,a_3,a_4,a_control,list_intro_1,a_1_1,a_2_1,a_3_1,a_4_1,season_1,season_2,season_3,season_4,a_treatment,fmc_a,list_intro_2,b_1,b_2,b_3,b_4,zodiac_1,zodiac_2,zodiac_3,zodiac_4,zodiac_5,zodiac_6,b_treatment,intro_list,b_1_1,b_2_1,b_3_1,b_4_1,placebo_1,placebo_2,b_placebo,intro_list_1,b_1_2,b_2_2,b_3_2,b_4_2,b_control,fmc_b,intro_list_2,c_1,c_2,c_3,c_4,c_sensitive,c_treatment,list_intro_3,c_1_1,c_2_1,c_3_1,c_4_1,c_control,list_intro_4,d_1,d_2,d_3,d_4,d_sensitive,d_treatment,list_intro_5,d_1_1,d_2_1,d_3_1,d_4_1,d_control,intro_list_3,e_1,e_2,e_3,e_4,e_sensitive,e_treatment,intro_list_4,e_1_1,e_2_1,e_3_1,e_4_1,e_control,intro_list_5,e_1_2,e_2_2,e_3_2,e_4_2,placebo_3,placebo_4,e_placebo,fmc_e,placebo_1_direct,placebo_2_direct,non_sens_direct,c_direct,d_direct,e_direct,sponsor,end,RO-BR-FL_64,RO-BR-FL_71,RO-BR-FL_10,RO-BR-FL_22,RO-BR-FL_77,RO-BR-FL_74,RO-BR-FL_44,RO-BR-FL_57,RO-BL-IMC_2,RO-BL-A_control,RO-BL-A_treatment,RO-BL-FMC_A,RO-BL-B_treatment,RO-BL-B_placebo,RO-BL-B_control,RO-BL-FMC_B,RO-BL-C_treatment,RO-BL-C_control,RO-BL-D_treatment,RO-BL-D_control,RO-BL-E_treatment,RO-BL-E_control,RO-BL-E_placebo,RO-BL-FMC_E,RO-BL-Direct_questions,DO-Q-fmc_a,DO-Q-fmc_b,DO-Q-fmc_e,LocationLatitude,LocationLongitude,LocationAccuracy
R_1qeTxxlGmEbyOxb,Default Response Set,118.123.249.240,2019-10-28T18:00:18Z,2019-10-28T18:06:02Z,NA,NA,NA,NA,1,0,5db780e9-e8e9-cb61-5a20-021309c89ded,1,24 到 30 岁,女,城市户口,NA,NA,NA,NA,NA,"100,000 元到200,000 元",大学本科,私营企业单位,不是党员,1,说不上同意或反对,强烈同意,强烈同意,说不上同意或反对,说不上同意或反对,某种程度上同意,强烈不同意,NA,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,2 项,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,1,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,4 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,3 项,政府为所有人提供优质的公共服务。,NA,不同意,同意,同意,同意,不同意,独立机构或大学,1,empty,NA,A_control,B_placebo,NA,NA,D_treatment,E_placebo,info|imc_2_2|imc_2_6|imc_2_5|imc_2_1|imc_2_3|imc_2_4|imc_2_7,list_intro|a_2|a_3|a_4|a_1|a_control,NA,fmc_a,NA,intro_list|b_4|b_3|b_1|placebo_2|b_2|b_placebo,NA,fmc_b,intro_list|c_sensitive|c_4|c_3|c_2|c_1|c_treatment,NA,list_intro|d_3|d_1|d_sensitive|d_4|d_2|d_treatment,NA,NA,NA,intro_list|e_4|e_1|e_3|placebo_3|e_2|e_placebo,fmc_e,non_sens_direct|placebo_2_direct|e_direct|d_direct|c_direct,2|3|4|1|5,2|4|3|1|5,3|2|1|4|5,22.8009033203125,113.2921142578125,-1
R_2xSs1w8yWzCRql6,Default Response Set,140.243.231.15,2019-10-28T18:06:17Z,2019-10-28T18:12:12Z,NA,NA,NA,NA,1,0,5db78240-9788-aa34-d2b5-0e7dea623dc7,1,18 到 23 岁,女,城市户口,NA,非常感兴趣,NA,NA,NA,"100,000 元到200,000 元",大学本科,私营企业单位,不是党员,1,说不上同意或反对,某种程度上同意,某种程度上同意,强烈同意,说不上同意或反对,说不上同意或反对,强烈不同意,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,NA,NA,2 项,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,2 项,NA,NA,NA,NA,NA,NA,我们的国家应该建立更多的自然保护区。,1,1,1,1,1,1,1  项,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,NA,不同意,同意,不同意,不同意,不同意,政府机构,1,empty,NA,A_treatment,B_placebo,NA,NA,D_treatment,E_treatment,info|imc_2_4|imc_2_3|imc_2_5|imc_2_2|imc_2_7|imc_2_6|imc_2_1,NA,list_intro|a_1|a_2|season_2|a_3|a_4|a_treatment,fmc_a,NA,intro_list|b_2|b_3|b_1|placebo_2|b_4|b_placebo,NA,fmc_b,intro_list|c_sensitive|c_3|c_2|c_4|c_1|c_treatment,NA,list_intro|d_1|d_2|d_3|d_sensitive|d_4|d_treatment,NA,intro_list|e_sensitive|e_4|e_2|e_1|e_3|e_treatment,NA,NA,fmc_e,non_sens_direct|placebo_2_direct|e_direct|d_direct|c_direct,1|2|3|4|5,2|3|1|4|5,4|1|2|3|5,26.0614013671875,119.30609130859375,-1
R_3nOZZpgRiD6JomB,Default Response Set,182.90.96.107,2019-10-28T18:06:12Z,2019-10-28T18:13:17Z,NA,NA,NA,NA,1,0,5db78246-50f1-974f-b769-99598fa2907e,1,31 到 40 岁,男,城市户口,特别感兴趣,NA,NA,NA,NA,"50,000 到100,000 元",大学本科,政府和国有企事业单位,是党员,1,说不上同意或反对,强烈同意,强烈同意,某种程度上不同意,强烈同意,强烈同意,某种程度上同意,是，我明白,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,2 项,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,政府就像是家长，应该告诉人民应该做什么。,1,1,1,1,1,1,1  项,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,不同意,NA,同意,不同意,同意,不同意,政府机构,1,Audit,NA,A_treatment,B_control,NA,NA,D_treatment,E_control,info|imc_2_6|imc_2_5|imc_2_7|imc_2_4|imc_2_1|imc_2_3|imc_2_2,NA,list_intro|a_4|a_2|season_1|a_3|a_1|a_treatment,fmc_a,NA,NA,intro_list|b_4|b_1|b_2|b_3|b_control,fmc_b,intro_list|c_1|c_4|c_2|c_sensitive|c_3|c_treatment,NA,list_intro|d_2|d_3|d_sensitive|d_1|d_4|d_treatment,NA,NA,intro_list|e_1|e_4|e_2|e_3|e_control,NA,fmc_e,non_sens_direct|d_direct|e_direct|c_direct|placebo_1_direct,1|2|4|3|5,1|2|4|3|5,2|1|3|4|5,22.813705444335938,108.31460571289062,-1
R_xrTjpmq3ibYptm1,Default Response Set,58.243.250.187,2019-10-28T18:10:54Z,2019-10-28T18:15:07Z,NA,NA,NA,NA,1,0,5db78347-f2dc-f5a7-f899-c95f84822e8b,1,55岁以上,男,城市户口,NA,NA,NA,NA,完全不感兴趣,"100,000 元到200,000 元",大学专科,都不是,不是党员,1,某种程度上同意,某种程度上同意,某种程度上同意,某种程度上同意,某种程度上同意,某种程度上同意,某种程度上同意,是，我明白,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,我住在公寓楼中。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,2 项,NA,NA,NA,NA,NA,NA,我不记得,1,1,1,1,1,1,4 项,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1  项,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,5 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,我不记得,不想回答,NA,不想回答,不想回答,不想回答,不想回答,NA,1,Audit,NA,A_control,B_placebo,NA,NA,D_treatment,E_treatment,info|imc_2_1|imc_2_3|imc_2_2|imc_2_6|imc_2_5|imc_2_4|imc_2_7,list_intro|a_1|a_3|a_4|a_2|a_control,NA,fmc_a,NA,intro_list|b_1|b_4|b_3|placebo_1|b_2|b_placebo,NA,fmc_b,intro_list|c_1|c_4|c_sensitive|c_2|c_3|c_treatment,NA,list_intro|d_sensitive|d_2|d_3|d_4|d_1|d_treatment,NA,intro_list|e_1|e_2|e_sensitive|e_4|e_3|e_treatment,NA,NA,fmc_e,non_sens_direct|d_direct|placebo_1_direct|e_direct|c_direct,3|1|4|2|5,4|1|2|3|5,4|3|1|2|5,31.86419677734375,117.2864990234375,-1
R_2dFJxjJ2FA6DIiK,Default Response Set,61.162.197.6,2019-10-28T18:17:09Z,2019-10-28T18:21:23Z,NA,NA,NA,NA,1,0,5db784dc-a153-6898-cb64-8fd29016ac81,1,31 到 40 岁,女,城市户口,NA,非常感兴趣,NA,NA,NA,"200,000 元以上",硕士及以上,政府和国有企事业单位,不是党员,1,说不上同意或反对,某种程度上同意,强烈同意,某种程度上同意,强烈同意,某种程度上不同意,说不上同意或反对,NA,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,2 项,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,不同意,NA,同意,同意,同意,不同意,独立机构或大学,1,empty,NA,A_control,B_placebo,NA,NA,D_control,E_treatment,info|imc_2_5|imc_2_1|imc_2_7|imc_2_4|imc_2_3|imc_2_6|imc_2_2,list_intro|a_2|a_4|a_1|a_3|a_control,NA,fmc_a,NA,intro_list|b_1|placebo_1|b_4|b_3|b_2|b_placebo,NA,fmc_b,NA,list_intro|c_3|c_2|c_1|c_4|c_control,NA,list_intro|d_3|d_4|d_2|d_1|d_control,intro_list|e_sensitive|e_4|e_3|e_1|e_2|e_treatment,NA,NA,fmc_e,non_sens_direct|e_direct|d_direct|placebo_1_direct|c_direct,2|3|1|4|5,1|3|4|2|5,3|2|1|4|5,39.928802490234375,116.38888549804688,-1
R_qOyqr9ynhchA2BP,Default Response Set,222.134.41.90,2019-10-28T18:15:17Z,2019-10-28T18:23:03Z,NA,NA,NA,NA,1,0,5db78477-9209-10fb-38eb-ab126a4f3d6a,1,31 到 40 岁,男,城市户口,NA,NA,比较感兴趣,NA,NA,"200,000 元以上",大学本科,私营企业单位,不是党员,1,说不上同意或反对,某种程度上同意,某种程度上同意,某种程度上同意,强烈同意,说不上同意或反对,说不上同意或反对,NA,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3 项,政府就像是家长，应该告诉人民应该做什么。,1,1,1,1,1,1,4 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,3 项,政府为所有人提供优质的公共服务。,不同意,NA,同意,同意,同意,不同意,独立机构或大学,1,empty,NA,A_control,B_control,NA,NA,D_control,E_placebo,info|imc_2_1|imc_2_3|imc_2_2|imc_2_7|imc_2_5|imc_2_4|imc_2_6,list_intro|a_3|a_4|a_2|a_1|a_control,NA,fmc_a,NA,NA,intro_list|b_2|b_4|b_3|b_1|b_control,fmc_b,intro_list|c_1|c_3|c_2|c_sensitive|c_4|c_treatment,NA,NA,list_intro|d_1|d_2|d_3|d_4|d_control,NA,NA,intro_list|placebo_3|e_1|e_3|e_4|e_2|e_placebo,fmc_e,non_sens_direct|e_direct|d_direct|placebo_1_direct|c_direct,4|3|1|2|5,4|1|2|3|5,3|1|4|2|5,37.36669921875,118.01669311523438,-1
R_2V2UoYPjF1rllPv,Default Response Set,60.25.130.11,2019-10-28T18:19:55Z,2019-10-28T18:28:32Z,NA,NA,NA,NA,1,0,5db7857f-0821-f39a-cb9c-507300a89d1a,1,31 到 40 岁,男,城市户口,NA,非常感兴趣,NA,NA,NA,"50,000 到100,000 元",大学本科,私营企业单位,不是党员,1,说不上同意或反对,某种程度上同意,强烈同意,说不上同意或反对,某种程度上不同意,某种程度上不同意,某种程度上不同意,NA,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,1,1,1,1,1,NA,NA,1,NA,NA,NA,2  项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,我们的国家应该建立更多的自然保护区。,1,1,1,1,1,1,4 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,4  项,政府为所有人提供优质的公共服务。,不同意,NA,同意,同意,同意,不同意,独立机构或大学,1,empty,NA,A_control,B_treatment,NA,NA,D_control,E_placebo,info|imc_2_2|imc_2_4|imc_2_5|imc_2_6|imc_2_3|imc_2_1|imc_2_7,list_intro|a_2|a_1|a_3|a_4|a_control,NA,fmc_a,list_intro|b_2|b_4|zodiac_3|b_3|b_1|b_treatment,NA,NA,fmc_b,intro_list|c_3|c_4|c_sensitive|c_2|c_1|c_treatment,NA,NA,list_intro|d_2|d_3|d_1|d_4|d_control,NA,NA,intro_list|e_1|e_3|placebo_3|e_4|e_2|e_placebo,fmc_e,non_sens_direct|e_direct|placebo_1_direct|d_direct|c_direct,3|1|4|2|5,3|2|4|1|5,1|4|2|3|5,39.142303466796875,117.172607421875,-1
R_51kZ9cw7qjJd7dn,Default Response Set,101.85.203.219,2019-10-28T18:40:07Z,2019-10-28T18:45:05Z,NA,NA,NA,NA,1,0,5db78a48-528f-cf3a-c20f-6c974b3b5767,1,31 到 40 岁,NA,城市户口,NA,非常感兴趣,NA,NA,NA,"200,000 元以上",大学本科,私营企业单位,不是党员,1,说不上同意或反对,某种程度上同意,强烈同意,强烈不同意,强烈同意,某种程度上不同意,某种程度上同意,是，我明白,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,NA,2 项,我住在公寓楼中。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,我们的国家应该建立更多的自然保护区。,1,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,4  项,政府为所有人提供优质的公共服务。,不同意,NA,同意,同意,同意,不同意,独立机构或大学,1,Audit,NA,A_treatment,B_control,NA,NA,D_treatment,E_placebo,info|imc_2_1|imc_2_4|imc_2_2|imc_2_3|imc_2_7|imc_2_5|imc_2_6,NA,list_intro|a_4|a_2|season_3|a_1|a_3|a_treatment,fmc_a,NA,NA,intro_list|b_4|b_2|b_1|b_3|b_control,fmc_b,intro_list|c_sensitive|c_4|c_2|c_1|c_3|c_treatment,NA,list_intro|d_2|d_4|d_sensitive|d_1|d_3|d_treatment,NA,NA,NA,intro_list|e_4|e_2|placebo_3|e_1|e_3|e_placebo,fmc_e,non_sens_direct|e_direct|d_direct|placebo_1_direct|c_direct,3|2|1|4|5,4|3|2|1|5,4|2|3|1|5,31.044906616210938,121.40121459960938,-1
R_dglW1g41Mjuazh7,Default Response Set,106.80.204.103,2019-10-28T18:42:00Z,2019-10-28T18:49:22Z,NA,NA,NA,NA,1,0,5db78a90-7504-4767-3d91-b9f29bb0be9c,1,24 到 30 岁,男,城市户口,NA,NA,NA,NA,NA,"100,000 元到200,000 元",大学本科,私营企业单位,不是党员,1,说不上同意或反对,说不上同意或反对,某种程度上同意,强烈同意,某种程度上同意,某种程度上不同意,某种程度上同意,是，我明白,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,2 项,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,2 项,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3 项,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,2 项,政府为所有人提供优质的公共服务。,NA,不同意,同意,同意,同意,不同意,独立机构或大学,1,Audit,NA,A_treatment,B_placebo,NA,NA,D_treatment,E_placebo,info|imc_2_1|imc_2_7|imc_2_5|imc_2_2|imc_2_6|imc_2_3|imc_2_4,NA,list_intro|a_2|a_3|season_1|a_1|a_4|a_treatment,fmc_a,NA,intro_list|b_3|b_2|b_1|placebo_2|b_4|b_placebo,NA,fmc_b,NA,list_intro|c_1|c_3|c_4|c_2|c_control,list_intro|d_1|d_sensitive|d_3|d_2|d_4|d_treatment,NA,NA,NA,intro_list|placebo_3|e_3|e_4|e_2|e_1|e_placebo,fmc_e,non_sens_direct|e_direct|c_direct|placebo_2_direct|d_direct,1|3|2|4|5,3|2|4|1|5,4|3|1|2|5,29.556900024414062,106.5531005859375,-1
R_1LvNTbBR1cUwlRv,Default Response Set,60.30.155.10,2019-10-28T18:46:29Z,2019-10-28T18:51:50Z,NA,NA,NA,NA,1,0,5db78bb5-eca8-c631-045b-87d482d9f879,1,31 到 40 岁,女,城市户口,特别感兴趣,NA,NA,NA,NA,"100,000 元到200,000 元",大学本科,私营企业单位,不是党员,1,说不上同意或反对,强烈同意,强烈同意,强烈不同意,强烈不同意,强烈不同意,强烈不同意,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,NA,2 项,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,1,1,1,1,1,1,4 项,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,不同意,NA,同意,同意,同意,不同意,独立机构或大学,1,empty,NA,A_treatment,B_control,NA,NA,D_treatment,E_treatment,info|imc_2_7|imc_2_6|imc_2_2|imc_2_4|imc_2_1|imc_2_5|imc_2_3,NA,list_intro|a_2|a_1|season_3|a_3|a_4|a_treatment,fmc_a,NA,NA,intro_list|b_3|b_2|b_4|b_1|b_control,fmc_b,NA,list_intro|c_2|c_4|c_1|c_3|c_control,list_intro|d_4|d_1|d_2|d_3|d_sensitive|d_treatment,NA,intro_list|e_sensitive|e_1|e_3|e_2|e_4|e_treatment,NA,NA,fmc_e,non_sens_direct|e_direct|placebo_1_direct|c_direct|d_direct,4|1|3|2|5,1|4|3|2|5,2|3|4|1|5,39.142303466796875,117.172607421875,-1
R_3lY7GzrbWvjh10R,Default Response Set,112.65.48.172,2019-10-28T18:41:19Z,2019-10-28T18:52:04Z,NA,NA,NA,NA,1,0,5db78a70-3e76-42a6-ed49-a34f0d40836c,1,31 到 40 岁,男,城市户口,特别感兴趣,NA,NA,NA,NA,"100,000 元到200,000 元",大学本科,私营企业单位,是党员,1,说不上同意或反对,强烈同意,某种程度上不同意,强烈同意,某种程度上不同意,某种程度上不同意,强烈不同意,是，我明白,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,2 项,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,2 项,NA,NA,NA,NA,NA,NA,我们的国家应该建立更多的自然保护区。,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,3 项,政府为所有人提供优质的公共服务。,不同意,NA,同意,同意,同意,不同意,独立机构或大学,1,Audit,NA,A_treatment,B_placebo,NA,NA,D_control,E_placebo,info|imc_2_5|imc_2_3|imc_2_6|imc_2_7|imc_2_1|imc_2_4|imc_2_2,NA,list_intro|a_3|a_2|season_1|a_1|a_4|a_treatment,fmc_a,NA,intro_list|b_4|b_2|placebo_1|b_1|b_3|b_placebo,NA,fmc_b,intro_list|c_3|c_1|c_2|c_sensitive|c_4|c_treatment,NA,NA,list_intro|d_2|d_4|d_3|d_1|d_control,NA,NA,intro_list|e_2|e_3|e_4|placebo_3|e_1|e_placebo,fmc_e,non_sens_direct|e_direct|d_direct|c_direct|placebo_1_direct,2|4|3|1|5,3|4|2|1|5,2|3|1|4|5,31.044906616210938,121.40121459960938,-1
R_1Q9kma7eEeVYioy,Default Response Set,36.98.25.98,2019-10-28T19:03:48Z,2019-10-28T19:06:23Z,NA,NA,NA,NA,1,0,5db78faf-ac5e-c887-79d9-47d203aa2ca3,1,31 到 40 岁,男,城市户口,特别感兴趣,NA,NA,NA,NA,"100,000 元到200,000 元",大学专科,政府和国有企事业单位,是党员,1,强烈同意,强烈同意,某种程度上同意,强烈同意,强烈同意,强烈同意,强烈同意,NA,1,1,1,1,1,4 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,我住在公寓楼中。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,5 项,NA,NA,NA,NA,NA,NA,我非常喜欢攀岩。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,4 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,我非常喜欢火龙果。,同意,NA,不同意,同意,同意,不同意,政府机构,1,empty,NA,A_control,B_placebo,NA,NA,D_control,E_control,info|imc_2_2|imc_2_1|imc_2_7|imc_2_3|imc_2_4|imc_2_6|imc_2_5,list_intro|a_1|a_2|a_3|a_4|a_control,NA,fmc_a,NA,intro_list|placebo_1|b_1|b_2|b_4|b_3|b_placebo,NA,fmc_b,NA,list_intro|c_4|c_1|c_3|c_2|c_control,NA,list_intro|d_3|d_1|d_4|d_2|d_control,NA,intro_list|e_4|e_1|e_2|e_3|e_control,NA,fmc_e,non_sens_direct|placebo_1_direct|d_direct|c_direct|e_direct,4|2|1|3|5,2|3|4|1|5,2|1|3|4|5,39.07279968261719,114.87310791015625,-1
R_1jMLCGu0Cn6efE9,Default Response Set,14.108.194.137,2019-10-28T19:04:46Z,2019-10-28T19:08:53Z,NA,NA,NA,NA,1,0,5db79002-8b90-4087-bfb9-602a33b30860,1,24 到 30 岁,NA,城市户口,NA,NA,NA,NA,NA,"100,000 元到200,000 元",大学本科,私营企业单位,不是党员,1,说不上同意或反对,说不上同意或反对,某种程度上同意,强烈同意,某种程度上同意,某种程度上不同意,某种程度上同意,是，我明白,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,2 项,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3 项,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,2 项,政府为所有人提供优质的公共服务。,NA,不同意,同意,同意,同意,不同意,独立机构或大学,1,Audit,NA,A_control,B_placebo,NA,NA,D_treatment,E_placebo,info|imc_2_7|imc_2_4|imc_2_1|imc_2_2|imc_2_5|imc_2_3|imc_2_6,list_intro|a_1|a_2|a_3|a_4|a_control,NA,fmc_a,NA,intro_list|b_2|b_1|b_4|placebo_2|b_3|b_placebo,NA,fmc_b,NA,list_intro|c_1|c_2|c_3|c_4|c_control,list_intro|d_2|d_3|d_4|d_1|d_sensitive|d_treatment,NA,NA,NA,intro_list|placebo_3|e_1|e_2|e_3|e_4|e_placebo,fmc_e,non_sens_direct|placebo_2_direct|d_direct|c_direct|e_direct,4|3|1|2|5,2|1|3|4|5,2|1|3|4|5,29.556900024414062,106.5531005859375,-1
R_02oG27prj87OF2x,Default Response Set,222.79.11.54,2019-10-28T19:09:16Z,2019-10-28T19:14:58Z,NA,NA,NA,NA,1,0,5db79106-716a-e00b-db6b-cd8875275768,1,24 到 30 岁,男,城市户口,特别感兴趣,NA,NA,NA,NA,"100,000 元到200,000 元",大学本科,私营企业单位,不是党员,1,说不上同意或反对,某种程度上同意,强烈同意,某种程度上不同意,某种程度上不同意,某种程度上同意,强烈不同意,是，我明白,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,1,1,1,1,1,NA,1,NA,NA,NA,NA,1  项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,1,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,1,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,NA,不同意,不同意,同意,同意,不同意,独立机构或大学,1,Audit,NA,A_control,B_treatment,NA,NA,D_control,E_treatment,info|imc_2_6|imc_2_5|imc_2_4|imc_2_2|imc_2_7|imc_2_3|imc_2_1,list_intro|a_2|a_1|a_4|a_3|a_control,NA,fmc_a,list_intro|b_4|b_1|zodiac_2|b_3|b_2|b_treatment,NA,NA,fmc_b,intro_list|c_2|c_4|c_3|c_1|c_sensitive|c_treatment,NA,NA,list_intro|d_2|d_1|d_4|d_3|d_control,intro_list|e_2|e_sensitive|e_3|e_4|e_1|e_treatment,NA,NA,fmc_e,non_sens_direct|d_direct|placebo_2_direct|c_direct|e_direct,3|4|2|1|5,3|2|4|1|5,1|2|3|4|5,26.0614013671875,119.30609130859375,-1
